employment_type,work_mode,experience_level,job_category,exp_years,city,country,skills_count,top_skill,second_skill
Full Time,On-site,Manager,IT/Software Development,12.5,Giza,Egypt,8,QC,Quality Control
Full Time,Hybrid,Entry Level,IT/Software Development,3.0,Cairo,Egypt,7,Information Technology (IT),Manual
Full Time,On-site,Experienced,Administration,5.0,Cairo,Egypt,4,Problem Solving,Presentation Skills
Full Time,On-site,Experienced,Administration,6.0,Giza,Egypt,3,Administration,Microsoft Office
Full Time,On-site,Experienced,Education/Teaching,4.5,Cairo,Egypt,7,Biomedical Engineering,Medical Devices
Full Time,On-site,Experienced,IT/Software Development,4.0,Cairo,Egypt,5,Application Support,Technical Troubleshooting
Full Time,On-site,Experienced,Logistics/Supply Chain,3.0,Alexandria,Egypt,2,Logistics,Pricing
Full Time,Hybrid,Manager,Operations/Management,7.5,Cairo,Egypt,8,Team Leadership,Copywriting
Full Time,On-site,Entry Level,Human Resources,1.0,Sharqia,Egypt,8,Data Analysis,Administration
Internship,Hybrid,Entry Level,Administration,,Giza,Egypt,7,Administration,HR
Full Time,On-site,Experienced,Administration,4.0,Cairo,Egypt,3,Administration,Office management
Full Time,On-site,Experienced,IT/Software Development,5.0,Giza,Egypt,8,Information Technology (IT),Customer Support
Full Time,On-site,Experienced,IT/Software Development,3.0,Sharqia,Egypt,8,Computer Engineering,Network
Full Time,On-site,Experienced,Sales/Retail,6.0,Cairo,Egypt,4,Sales,Negotiation
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,6.0,Cairo,Egypt,3,Construction,Architecture
Full Time,On-site,Experienced,Human Resources,3.5,Giza,Egypt,6,Human Resources (HR),Personnel
Full Time,On-site,Manager,Accounting/Finance,7.5,Cairo,Egypt,8,Accounting,Finance
Full Time,On-site,Entry Level,Administration,3.5,Cairo,Egypt,4,Administration,Customer Service
Full Time,On-site,Manager,Engineering - Construction/Civil/Architecture,7.5,Cairo,Egypt,8,Quality Control (QC),Construction Quality Standards
Full Time,On-site,Student,Business Development,,Cairo,Egypt,7,E-Marketing,Social Media
Full Time,On-site,Entry Level,Administration,1.0,Cairo,Egypt,3,Document Control,Microsoft Office
Full Time,On-site,Student,Customer Service/Support,,Cairo,Egypt,7,Customer Service,Customer Support
Full Time,On-site,Experienced,Sales/Retail,2.0,Cairo,Egypt,8,Property Sales,Sales Target Achievement
Full Time,On-site,Manager,Engineering - Construction/Civil/Architecture,7.5,Cairo,Egypt,8,Leadership & Team Management,Engineering Design Management
Full Time,On-site,Experienced,Human Resources,6.0,Cairo,Egypt,2,Talent management,Talent acquisition
Full Time,On-site,Entry Level,Logistics/Supply Chain,2.0,Cairo,Egypt,5,Sales,Automotive Sales
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,6.5,Cairo,Egypt,8,Structural Design,Reading Structural Drawings
Full Time,On-site,Entry Level,Administration,2.0,Giza,Egypt,6,Administration,Export
Full Time,On-site,Experienced,Customer Service/Support,2.0,Cairo,Egypt,7,Customer Service,Microsoft Office
Full Time,On-site,Manager,R&D/Science,11.0,Giza,Egypt,8,R&D,Chemical R&D
Full Time,On-site,Manager,Legal,7.5,Giza,Egypt,7,Office management,Microsoft Office
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,5.5,Giza,Egypt,8,Architecture,Commercial
Full Time,On-site,Experienced,Writing/Editorial,4.0,Alexandria,Egypt,7,Marketing,Social Media
Full Time,On-site,Experienced,Administration,5.5,Monufya,Egypt,8,administrative assistant,Business Administration
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,4.0,Cairo,Egypt,3,Civil Engineering,Construction
Full Time,On-site,Manager,Analyst/Research,7.5,Cairo,Egypt,7,Sales Force,SFE
Full Time,On-site,Experienced,Human Resources,7.5,Cairo,Egypt,7,HR,HR Specialist
Full Time,On-site,Entry Level,Creative/Design/Art,1.0,Cairo,Egypt,5,Adobe illustrator,Adobe Photoshop
Full Time,On-site,Entry Level,Administration,1.5,Giza,Egypt,4,Administration,Communication
Full Time,Remote,Entry Level,Sales/Retail,1.0,Cairo,Egypt,7,Telesales,Sales
Full Time,On-site,Experienced,Engineering - Other,2.5,Cairo,Egypt,8,B2B,B2B Sales
Full Time,On-site,Experienced,Business Development,4.0,Giza,Egypt,8,Business Development,Information Technology (IT)
Full Time,On-site,Experienced,Sales/Retail,5.0,Cairo,Egypt,8,Sales,Customer Service
Full Time,On-site,Experienced,Accounting/Finance,5.0,Cairo,Egypt,5,Accounting,Accounts Payable
Full Time,On-site,Entry Level,Installation/Maintenance/Repair,2.0,Giza,Egypt,7,Customer Support,Information Technology (IT)
Full Time,On-site,Entry Level,Legal,2.0,Cairo,Egypt,8,Corporate Law,Contracting
Full Time,On-site,Manager,Accounting/Finance,17.5,Cairo,Egypt,8,Finance,Auditing
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,4.0,Cairo,Egypt,4,Architectural Engineering,Project Coordination
Full Time,On-site,Experienced,Accounting/Finance,3.0,Alexandria,Egypt,7,Finance,Manufacturing
Full Time,On-site,Experienced,IT/Software Development,5.0,Cairo,Egypt,8,Corporate Sales,Sales
Full Time,On-site,Experienced,Customer Service/Support,2.5,Cairo,Egypt,4,Customer Service,Sales Target
Full Time,On-site,Manager,Engineering - Construction/Civil/Architecture,8.5,Cairo,Egypt,8,Engineering,Design
Full Time,On-site,Experienced,Marketing/PR/Advertising,8.0,Cairo,Egypt,3,Marketing,Public Relations (PR)
Full Time,On-site,Manager,Engineering - Construction/Civil/Architecture,6.5,Cairo,Egypt,8,Project Management,Construction
Full Time,On-site,Experienced,Education/Teaching,5.0,Sharqia,Egypt,8,Teaching,Research
Full Time,Hybrid,Entry Level,IT/Software Development,1.5,Cairo,Egypt,2,Software Development,Agile
Full Time,Hybrid,Entry Level,Engineering - Mechanical/Electrical,1.0,Giza,Egypt,8,AutoCAD,3D Modeling
Full Time,On-site,Experienced,Logistics/Supply Chain,8.5,Cairo,Egypt,7,Logistics,Supply Chain Management
Full Time,On-site,Experienced,Operations/Management,5.0,Port Said,Egypt,5,Engineering,Management
Full Time,Hybrid,Entry Level,Sales/Retail,1.5,Cairo,Egypt,8,Marketing,Sales Target
Full Time,Hybrid,Manager,Administration,7.5,Alexandria,Egypt,7,Digital Marketing Strategy,Branding & Brand Management
Full Time,Remote,Experienced,Customer Service/Support,5.0,Cairo,Egypt,7,Travel Tourism System,Tour Package Development
Full Time,On-site,Entry Level,Engineering - Construction/Civil/Architecture,2.0,Cairo,Egypt,8,Architecture,Engineering
Full Time,On-site,Experienced,Installation/Maintenance/Repair,5.0,Monufya,Egypt,8,Engineering,Planning
Full Time,On-site,Experienced,Accounting/Finance,5.0,Cairo,Egypt,3,Bookkeeping,Finance
Full Time,On-site,Manager,Quality,11.0,Sharqia,Egypt,3,Export regulations compliance,Quality Control
Full Time,On-site,Experienced,Human Resources,5.0,Monufya,Egypt,8,HR,HR Specialist
Full Time,On-site,Manager,Logistics/Supply Chain,7.5,Cairo,Egypt,3,Distribution,Sales
Full Time,On-site,Entry Level,Engineering - Construction/Civil/Architecture,3.0,Cairo,Egypt,7,Architecture,AutoCAD
Full Time,On-site,Entry Level,Engineering - Construction/Civil/Architecture,2.0,Cairo,Egypt,4,Mechanical,Mechanical Engineering
Part Time,Remote,Experienced,Administration,5.0,Alexandria,Egypt,8,HRIS,HR
Full Time,Hybrid,Experienced,Business Development,3.0,Cairo,Egypt,7,ERP Software,Odoo ERP
Full Time,On-site,Entry Level,Customer Service/Support,2.0,Cairo,Egypt,8,Call Center,Customer Care
Full Time,On-site,Manager,Sales/Retail,12.5,Cairo,Egypt,4,Sales,Sales Target
Full Time,On-site,Experienced,Operations/Management,7.5,Cairo,Egypt,6,Teaching,Education
Full Time,On-site,Manager,Logistics/Supply Chain,9.5,Alexandria,Egypt,8,Warehouse,English
Full Time,On-site,Entry Level,Education/Teaching,2.5,Cairo,Egypt,8,Teaching,Teacher
Full Time,On-site,Manager,Operations/Management,7.5,Cairo,Egypt,4,Agriculture,Export
Full Time,On-site,Entry Level,Installation/Maintenance/Repair,1.0,Qalubia,Egypt,6,Computer Science,Information Technology (IT)
Full Time,On-site,Entry Level,Education/Teaching,3.0,Cairo,Egypt,6,English Teaching,Teaching
Full Time,On-site,Manager,Business Development,7.5,Cairo,Egypt,3,Export,Logistics
Full Time,On-site,Entry Level,Human Resources,2.0,Cairo,Egypt,8,HR Administration,Recruitment Coordination
Full Time,On-site,Entry Level,Accounting/Finance,2.0,Cairo,Egypt,8,Chartered Accountant,Microsoft Office
Full Time,On-site,Entry Level,Logistics/Supply Chain,1.5,Monufya,Egypt,8,Export specialist,Logistics
Internship,On-site,Entry Level,Accounting/Finance,,Giza,Egypt,4,Accounting,Finance
Full Time,On-site,Manager,Logistics/Supply Chain,7.5,Suez,Egypt,6,Management,Microsoft Office
Full Time,On-site,Experienced,Sales/Retail,3.5,Cairo,Egypt,6,Education,Experience
Full Time,On-site,Entry Level,Engineering - Mechanical/Electrical,1.0,Giza,Egypt,8,Industrial Engineering,Mechanical Engineering
Full Time,Remote,Experienced,Administration,5.0,Giza,Egypt,7,Administration,Customer Service
Full Time,On-site,Experienced,Customer Service/Support,5.0,Sharqia,Egypt,7,Manufacturing,Odoo
Full Time,On-site,Experienced,Logistics/Supply Chain,5.0,Cairo,Egypt,8,Logistics,Procurement
Full Time,On-site,Entry Level,Creative/Design/Art,1.0,Alexandria,Egypt,8,Research,Analysis
Full Time,On-site,Manager,Administration,10.5,Cairo,Egypt,5,Customer Care,Customer Service
Internship,Remote,Entry Level,Project/Program Management,,Cairo,Egypt,3,google sheets,Project tracking
Full Time,Remote,Experienced,Marketing/PR/Advertising,5.0,Atlanta,United States,8,Cold Calling,Customer Service
Full Time,Remote,Experienced,Logistics/Supply Chain,,Cairo,Egypt,7,Logistics,Management
Full Time,On-site,Manager,Administration,12.5,Sharqia,Egypt,6,Administration,Housekeeping Management
Full Time,On-site,Entry Level,Creative/Design/Art,2.0,Cairo,Egypt,7,Rapid Prototyping & Manufacturing,Equipment Lifecycle Management
Full Time,Remote,Experienced,IT/Software Development,3.0,Cairo,Egypt,8,AWS,Node.js
Full Time,Remote,Experienced,Marketing/PR/Advertising,4.5,Riyadh,Saudi Arabia,8,Digital Marketing,performance marketing
Full Time,On-site,Experienced,Accounting/Finance,2.0,Suez,Egypt,7,Human Resources (HR),Payroll
Full Time,Remote,Experienced,Administration,5.0,Cairo,Egypt,5,Customer Service,Medical
Full Time,Remote,Experienced,Accounting/Finance,3.0,Cairo,Egypt,8,Banking,Finance Analysis
Full Time,On-site,Experienced,Creative/Design/Art,4.0,Cairo,Egypt,4,Graphic Design,Video Editing
Full Time,On-site,Experienced,Accounting/Finance,5.0,Cairo,Egypt,2,Feasibility Studies,Business Analysis
Full Time,On-site,Manager,Administration,1.0,Cairo,Egypt,7,Unknown,Basic laptop/file organization
Full Time,On-site,Experienced,Accounting/Finance,4.0,Cairo,Egypt,7,Accounting,Cost Control
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,4.0,Giza,Egypt,8,Architecture,Design
Full Time,On-site,Experienced,Sales/Retail,11.5,Dakahlia,Egypt,6,Outdoor Sales,Software Sales
Full Time,On-site,Experienced,Installation/Maintenance/Repair,6.5,Beni Suef,Egypt,3,Engineering,Maintenance
Full Time,On-site,Entry Level,Sales/Retail,1.5,Giza,Egypt,7,Property,Real Estate
Full Time,On-site,Senior Management,Sales/Retail,4.0,Cairo,Egypt,8,Sales,Sales Target
Full Time,On-site,Experienced,Logistics/Supply Chain,2.0,Alexandria,Egypt,7,Foreign Procurement,Logistics
Full Time,Hybrid,Experienced,IT/Software Development,3.5,Cairo,Egypt,4,Automation,Quality Control
Full Time,On-site,Experienced,Legal,2.5,Giza,Egypt,8,Corporate Law,Tax Law
Full Time,On-site,Entry Level,Writing/Editorial,1.0,Cairo,Egypt,7,Content Creation,Social Media
Full Time,On-site,Entry Level,Operations/Management,1.0,Cairo,Egypt,8,Operations Management,Administration
Full Time,On-site,Experienced,Logistics/Supply Chain,4.0,Cairo,Egypt,7,Automotive Spare Parts,Logistics
Full Time,On-site,Experienced,Installation/Maintenance/Repair,2.5,Cairo,Egypt,8,Maintenance,HVAC
Full Time,On-site,Entry Level,Accounting/Finance,1.5,Cairo,Egypt,8,Accounting,Tax
Full Time,On-site,Experienced,Creative/Design/Art,5.0,Giza,Egypt,7,Sales,Sales Target
Internship,Remote,Student,IT/Software Development,0.5,Cairo,Egypt,8,Back-end Development,Python
Full Time,On-site,Entry Level,Human Resources,2.0,Cairo,Egypt,4,Human Resources (HR),Recruitment
Internship,Remote,Student,IT/Software Development,0.5,Cairo,Egypt,8,HTML,CSS
Full Time,On-site,Entry Level,Manufacturing/Production,2.0,Cairo,Egypt,3,Engineering,Quality Assurance
Full Time,On-site,Experienced,Accounting/Finance,5.0,Giza,Egypt,8,Accounting,AP
Full Time,On-site,Experienced,IT/Software Development,3.0,Cairo,Egypt,8,Application Security,Penetration Testing
Full Time,On-site,Experienced,Accounting/Finance,4.0,Cairo,Egypt,8,Accounting,Business Administration
Full Time,On-site,Entry Level,Manufacturing/Production,4.0,Suez,Egypt,8,Microsoft Word,Microsoft Excel
Full Time,On-site,Entry Level,Marketing/PR/Advertising,1.0,Cairo,Egypt,8,Event Coordination,Event Planning
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,4.0,Giza,Egypt,8,AutoCAD,Communication
Full Time,On-site,Experienced,Education/Teaching,4.0,Cairo,Egypt,6,Nursery,Teaching
Full Time,On-site,Experienced,Accounting/Finance,6.5,Cairo,Egypt,8,Documentation,Reporting
Full Time,On-site,Manager,Engineering - Construction/Civil/Architecture,12.5,Cairo,Egypt,8,Engineering,Project
Internship,On-site,Entry Level,Creative/Design/Art,,Cairo,Egypt,8,Computer Science,Information Technology (IT)
Full Time,On-site,Experienced,Accounting/Finance,2.0,Cairo,Egypt,7,Accounting,SAP
Full Time,On-site,Experienced,Human Resources,3.0,Cairo,Egypt,6,Training,Human Resources (HR)
Full Time,On-site,Entry Level,Medical/Healthcare,1.5,Alexandria,Egypt,7,Medical,Sales
Full Time,On-site,Experienced,Installation/Maintenance/Repair,3.5,Cairo,Egypt,3,Technical Support,Computer Science
Full Time,On-site,Entry Level,Logistics/Supply Chain,2.0,Giza,Egypt,3,Logistics,Supply Chain
Full Time,On-site,Experienced,Customer Service/Support,4.0,Alexandria,Egypt,8,Customer Service,Customer Support
Full Time,On-site,Experienced,Manufacturing/Production,4.0,Cairo,Egypt,7,Communication,Engineering
Full Time,On-site,Entry Level,Customer Service/Support,1.0,Alexandria,Egypt,6,Customer Service,Sales Operations
Full Time,On-site,Experienced,Administration,5.0,Alexandria,Egypt,4,Call Center,Customer Care
Full Time,On-site,Experienced,Business Development,5.0,Cairo,Egypt,7,Video Editing,Adobe Premiere Pro
Full Time,On-site,Experienced,Logistics/Supply Chain,3.0,Cairo,Egypt,8,Foreign Purchasing,Logistics
Full Time,On-site,Entry Level,Administration,2.0,Cairo,Egypt,8,Administration,Communication skills
Full Time,On-site,Entry Level,Logistics/Supply Chain,1.5,Giza,Egypt,6,Import / Export,Foreign Purchasing
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,7.5,Cairo,Egypt,6,Engineering,Civil Engineering
Full Time,On-site,Experienced,Administration,5.0,Giza,Egypt,8,HR,HR Specialist
Full Time,Remote,Entry Level,Medical/Healthcare,2.0,Cairo,Egypt,6,Medical,Pharmacy
Full Time,On-site,Manager,Customer Service/Support,3.0,Cairo,Egypt,3,B2B Sales,Sales
Full Time,On-site,Entry Level,Customer Service/Support,1.0,Cairo,Egypt,7,Call Center Operations,Customer Care Excellence
Full Time,On-site,Experienced,Administration,5.5,Cairo,Egypt,5,Communication,Administration
Full Time,On-site,Manager,Engineering - Other,8.5,Cairo,Egypt,4,Technical Office,AutoCAD
Full Time,Remote,Experienced,Marketing/PR/Advertising,6.5,Red Sea,Egypt,8,Digital Marketing,Search Engine Optimization
Full Time,On-site,Entry Level,Customer Service/Support,1.0,Giza,Egypt,7,Pharmacy,Pharmaceutical
Full Time,On-site,Experienced,Marketing/PR/Advertising,4.0,Cairo,Egypt,8,Marketing,Ads
Full Time,On-site,Manager,Operations/Management,12.5,Beheira,Egypt,8,Export Management,Farming Operations
Full Time,On-site,Manager,Engineering - Construction/Civil/Architecture,15.0,Matruh,Egypt,8,Civil Engineering,Construction
Full Time,On-site,Manager,Manufacturing/Production,7.5,Cairo,Egypt,8,Engineering,Mechanical Engineering
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,5.0,Red Sea,Egypt,5,AutoCAD,Civil Engineering
Full Time,Remote,Experienced,Engineering - Construction/Civil/Architecture,7.0,Beirut,Lebanon,6,Design,structural reports
Full Time,On-site,Manager,Administration,5.5,Cairo,Egypt,4,Front Office Management,Customer Service
Full Time,On-site,Experienced,Administration,1.0,Cairo,Egypt,6,Admin,Administration
Full Time,On-site,Senior Management,Operations/Management,17.5,Giza,Egypt,7,Management,Manufacturing
Full Time,On-site,Experienced,Customer Service/Support,5.0,Giza,Egypt,2,Information Technology (IT),Management
Full Time,On-site,Experienced,IT/Software Development,3.0,Cairo,Egypt,8,PHP,Laravel
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,4.0,Giza,Egypt,8,Architecture,AutoCAD
Full Time,On-site,Entry Level,Customer Service/Support,1.0,Cairo,Egypt,8,Sales,Customer Service
Full Time,On-site,Experienced,Creative/Design/Art,3.0,Cairo,Egypt,8,UI/UX,Design
Full Time,On-site,Experienced,IT/Software Development,4.0,Giza,Egypt,4,Technical Support,system administrator
Full Time,On-site,Entry Level,Accounting/Finance,1.0,Cairo,Egypt,7,Accounting,Finance
Full Time,On-site,Manager,Business Development,7.5,Cairo,Egypt,5,B2B,Business Development
Full Time,On-site,Experienced,Business Development,3.0,Cairo,Egypt,7,Account Management,B2B
Full Time,On-site,Manager,Marketing/PR/Advertising,9.0,Cairo,Egypt,8,Marketing,Market Research
Full Time,On-site,Entry Level,IT/Software Development,1.0,Cairo,Egypt,7,QA,Quality Assurance
Full Time,On-site,Manager,Operations/Management,6.0,Alexandria,Egypt,7,Sales,Marketing
Full Time,On-site,Manager,Accounting/Finance,5.0,Cairo,Egypt,8,Accounting,Finance
Full Time,On-site,Entry Level,Sales/Retail,,Cairo,Egypt,8,Real Estate Sales,Sales
Full Time,On-site,Experienced,Sales/Retail,4.0,Cairo,Egypt,7,Customer Service,Sales
Full Time,Hybrid,Experienced,Sales/Retail,2.5,Cairo,Egypt,5,B2B Sales,Account Management
Full Time,On-site,Experienced,Accounting/Finance,2.0,Giza,Egypt,3,Accounts Payable,Finance
Full Time,On-site,Experienced,Business Development,3.5,Alexandria,Egypt,7,Sales,Business Development
Full Time,Hybrid,Experienced,Accounting/Finance,5.5,Cairo,Egypt,7,Dynamics 365,ERP
Internship,On-site,Entry Level,Logistics/Supply Chain,,Cairo,Egypt,3,Coordination,Problem Solving
Full Time,On-site,Entry Level,Accounting/Finance,2.5,Cairo,Egypt,8,Commerce,Financial Management
Full Time,On-site,Entry Level,Sales/Retail,1.5,Cairo,Egypt,7,Sales,Negotiation
Full Time,On-site,Entry Level,Sales/Retail,2.0,Cairo,Egypt,8,Training,Sales Training
Full Time,On-site,Entry Level,Administration,2.0,Giza,Egypt,2,Administration,Public Relations
Full Time,On-site,Experienced,Human Resources,3.0,Giza,Egypt,8,Mass Hiring,ATS
Full Time,Remote,Entry Level,Business Development,1.0,Tampa,United States,8,Business Development,Client Relations
Full Time,On-site,Entry Level,Accounting/Finance,1.5,Cairo,Egypt,8,Accounts Payable,Invoice Processing
Full Time,On-site,Entry Level,Customer Service/Support,2.0,Cairo,Egypt,7,Biomedical,Engineering
Full Time,On-site,Experienced,Analyst/Research,5.0,Alexandria,Egypt,5,Development,Research
Full Time,On-site,Experienced,Accounting/Finance,7.5,Cairo,Egypt,8,Accounting,Finance
Internship,On-site,Entry Level,Human Resources,,Cairo,Egypt,7,Microsoft Office,Communication
Full Time,On-site,Senior Management,Operations/Management,2.0,Cairo,Egypt,8,Curriculum Development,Development
Full Time,Hybrid,Entry Level,Sales/Retail,1.0,Cairo,Egypt,4,B2B,B2E
Internship,Remote,Entry Level,Marketing/PR/Advertising,,Dubai,United Arab Emirates,8,Influencer Marketing,Digital Marketing
Full Time,On-site,Experienced,Administration,5.0,Cairo,Egypt,7,Administration,HR
Full Time,Remote,Experienced,Business Development,4.5,Abu Dhabi,United Arab Emirates,8,Sales,Account Management
Full Time,On-site,Entry Level,Customer Service/Support,2.0,Giza,Egypt,7,Customer Experience,Customer Support
Full Time,On-site,Experienced,IT/Software Development,4.5,Cairo,Egypt,5,Pre-Sales,Computer Science
Full Time,On-site,Manager,Operations/Management,14.0,Giza,Egypt,4,Production Management,Problem Solving
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,5.5,Cairo,Egypt,5,Sales,Sales Target
Full Time,On-site,Senior Management,IT/Software Development,5.0,Cairo,Egypt,8,Software Development,.Net
Full Time,On-site,Senior Management,IT/Software Development,2.5,Cairo,Egypt,8,Quality Assurance (QA),Automated Testing
Full Time,On-site,Experienced,IT/Software Development,4.0,Cairo,Egypt,7,E-Marketing,B2B Marketing
Full Time,On-site,Experienced,Customer Service/Support,3.0,Alexandria,Egypt,8,Merchandising,Retail Business
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,5.0,Beheira,Egypt,5,Service Center,Engineering Service
Full Time,On-site,Entry Level,Administration,2.5,Giza,Egypt,3,Administration,Office management
Full Time,On-site,Experienced,IT/Software Development,3.5,Port Said,Egypt,3,Computer Science,Customer Support
Full Time,On-site,Manager,Customer Service/Support,10.0,Giza,Egypt,7,B2C Sales,Sales Target
Full Time,On-site,Experienced,Project/Program Management,4.0,Sharqia,Egypt,3,Communication,Selling
Full Time,Remote,Experienced,IT/Software Development,6.0,Cairo,Egypt,4,Mobile Development,iOS
Full Time,On-site,Manager,Administration,7.5,Cairo,Egypt,7,Administration,Microsoft Office
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,6.0,Cairo,Egypt,8,Engineering,HVAC
Full Time,On-site,Experienced,Accounting/Finance,8.5,Cairo,Egypt,4,Auditing,Finance
Full Time,On-site,Experienced,Business Development,5.0,Cairo,Egypt,8,Sales,Sales Target
Full Time,Remote,Entry Level,Operations/Management,0.5,Alexandria,Egypt,4,attention to details,policy compliance
Full Time,On-site,Experienced,Administration,6.5,Suez,Egypt,4,Human Resources (HR),Management
Full Time,On-site,Experienced,Administration,8.0,Suez,Egypt,3,Driving,Car
Full Time,On-site,Experienced,Administration,3.5,Suez,Egypt,8,Bilingual Communication (Arabic–Chinese),Translation and Interpretation
Full Time,Hybrid,Experienced,Medical/Healthcare,5.0,Giza,Egypt,3,Dentistry,Planning
Full Time,Remote,Manager,Business Development,5.0,Cairo,Egypt,7,B2B Sales,Sales
Full Time,On-site,Manager,Human Resources,9.0,Cairo,Egypt,8,Human Resources (HR),Recruitment
Full Time,On-site,Experienced,Accounting/Finance,3.5,Cairo,Egypt,3,Cost Control,Finance
Full Time,On-site,Entry Level,Purchasing/Procurement,2.0,Cairo,Egypt,8,Foreign Procurement,Microsoft Programs
Full Time,On-site,Manager,Sales/Retail,5.0,Giza,Egypt,8,Retail,Sales
Full Time,On-site,Experienced,Administration,7.5,Giza,Egypt,7,Administration,Office management
Full Time,On-site,Entry Level,Customer Service/Support,1.0,Cairo,Egypt,7,Communication,Customer Service
Full Time,On-site,Entry Level,Purchasing/Procurement,1.5,Cairo,Egypt,8,Automotive,Mechanical
Full Time,On-site,Manager,Human Resources,7.5,Giza,Egypt,8,Human Resources,Recruitment
Full Time,On-site,Entry Level,Engineering - Mechanical/Electrical,2.0,Giza,Egypt,4,Maintenance,HVAC
Full Time,On-site,Experienced,Sales/Retail,11.5,Cairo,Egypt,8,B2B Sales,Business Administration
Full Time,On-site,Manager,Manufacturing/Production,7.5,Sharqia,Egypt,2,Textile Industry,sustainability
Full Time,On-site,Experienced,R&D/Science,4.0,Qalubia,Egypt,7,"Health, Safety and Environment",Environmental Science
Full Time,On-site,Experienced,Installation/Maintenance/Repair,2.0,Giza,Egypt,7,Computer Science,Software Engineering
Full Time,On-site,Entry Level,Human Resources,1.5,Kafr Alsheikh,Egypt,3,monthly Reports,Exit Interviews
Full Time,On-site,Experienced,Human Resources,5.0,Cairo,Egypt,8,Human Resources (HR),Personnel Management
Full Time,On-site,Entry Level,Customer Service/Support,1.0,Giza,Egypt,3,Customer Care,Social Media
Full Time,On-site,Experienced,Customer Service/Support,5.0,Cairo,Egypt,6,Property,Sales
Full Time,On-site,Entry Level,Sales/Retail,1.5,Giza,Egypt,8,Sales representative,sales skills
Full Time,On-site,Entry Level,Sales/Retail,1.5,Alexandria,Egypt,8,Sales representative,sales skills
Full Time,On-site,Manager,Accounting/Finance,11.0,Cairo,Egypt,8,Accounting,Finance
Full Time,On-site,Experienced,Accounting/Finance,5.0,Giza,Egypt,2,Accounting,Finance
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,2.0,Giza,Egypt,7,Sales,Sales Manager
Full Time,On-site,Experienced,Manufacturing/Production,5.0,Sharqia,Egypt,8,Engineering,Manufacturing
Full Time,On-site,Manager,Manufacturing/Production,10.0,Sharqia,Egypt,2,Planning,Manufacturing
Full Time,On-site,Experienced,Manufacturing/Production,5.0,Sharqia,Egypt,2,Warehousing,Production Process
Full Time,On-site,Experienced,Accounting/Finance,3.0,Sharqia,Egypt,7,coast accountant,Financial Reporting
Full Time,On-site,Manager,Human Resources,6.0,Cairo,Egypt,5,Personnel,monthly reporting
Full Time,On-site,Experienced,Administration,5.0,Cairo,Egypt,8,Accommodation Management,Administration
Full Time,On-site,Entry Level,Customer Service/Support,0.5,Cairo,Egypt,8,Customer Service,sales skills
Full Time,Remote,Experienced,Creative/Design/Art,4.0,Cairo,Egypt,8,Graphic Design,Design
Full Time,On-site,Experienced,Administration,4.5,Alexandria,Egypt,7,Computer Engineering,Computer Science
Full Time,On-site,Entry Level,Manufacturing/Production,1.0,Sharqia,Egypt,2,Engineering,Production
Full Time,On-site,Entry Level,Customer Service/Support,3.5,Cairo,Egypt,8,Customer Service,Customer Support
Full Time,On-site,Manager,Administration,5.0,Cairo,Egypt,8,Operations Management,Budgeting
Full Time,On-site,Experienced,Accounting/Finance,6.0,Cairo,Egypt,6,Accounting,Auditing
Full Time,On-site,Entry Level,Accounting/Finance,1.0,Giza,Egypt,6,Accounting,Microsoft Office
Full Time,Remote,Manager,Business Development,7.5,Cairo,Egypt,7,Product Management,Partnership Management
Full Time,On-site,Senior Management,Administration,10.0,Cairo,Egypt,8,School Leadership,Educational Management
Full Time,On-site,Entry Level,Medical/Healthcare,2.0,Cairo,Egypt,7,Pharmaceutical,Pharmacy
Full Time,On-site,Manager,Project/Program Management,6.0,Giza,Egypt,5,Engineering,Project Management
Full Time,On-site,Experienced,Logistics/Supply Chain,6.5,Giza,Egypt,3,Logistics,Manufacturing
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,3.0,Cairo,Egypt,4,Service Centers,Engineering
Full Time,On-site,Entry Level,Engineering - Construction/Civil/Architecture,1.5,Cairo,Egypt,8,AutoCAD,Engineering
Full Time,Remote,Experienced,Accounting/Finance,4.0,Cairo,Egypt,8,Accounting,Accounting Software
Full Time,On-site,Experienced,Sales/Retail,3.5,Giza,Egypt,3,HoReCa Sales,Sales
Full Time,On-site,Experienced,Administration,3.0,Cairo,Egypt,7,Document Control,Microsoft Office
Full Time,On-site,Manager,Administration,5.0,Port Said,Egypt,7,Contract negotiation,Communication
Full Time,On-site,Entry Level,Medical/Healthcare,0.5,Sharqia,Egypt,3,Medical,Pharmacy
